,gps_height,longitude,latitude,basin,region,extraction_type_class,management_group,payment,quality_group,source_class,waterpoint_type_group,target
1888,1292,33.82762775,-1.96574589,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
1900,0,33.27015948,-2.54537716,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,0
1918,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
1920,1377,34.42304359,-1.78049956,Lake Victoria,Mara,other,other,never pay,good,groundwater,communal standpipe,1
1930,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
1937,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
1939,0,31.29599158,-2.58664538,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
1944,0,32.95809729,-2.53121282,Lake Victoria,Mwanza,manual,commercial,other,good,groundwater,hand pump,0
1959,0,33.38931665,-2.66101224,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
1969,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
1989,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
1990,0,33.2713559,-2.66373403,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
1996,1221,34.10676592,-1.65772955,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,1
2001,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
2007,0,33.56128886,-2.76869718,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2027,0,31.52772954,-1.94170878,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
2032,1237,34.10683137,-1.65769956,Lake Victoria,Mara,other,user-group,unknown,good,groundwater,communal standpipe,0
2033,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2034,0,32.99407042,-2.44499635,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
2042,1259,34.04602504,-1.47560397,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
2058,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2062,1343,34.05834569,-2.98501958,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
2068,0,33.40842057,-2.64254737,Lake Victoria,Mwanza,other,user-group,never pay,good,groundwater,hand pump,1
2086,1207,34.08608886,-1.11279874,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,0
2088,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
2089,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,1
2093,0,33.03307242,-2.39147893,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,1
2113,0,30.54806537,-2.66008933,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
2135,0,34.41884788,-2.89551094,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
2138,1178,32.89549837,-2.07315336,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
2157,0,31.70875911,-2.35432822,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
2159,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2161,0,32.82642432,-2.53226616,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
2163,1393,33.96002716,-1.67356613,Lake Victoria,Mara,other,parastatal,unknown,other,surface,communal standpipe,1
2167,1192,33.09796888,-2.0882238999999996,Lake Victoria,Mwanza,other,other,never pay,good,surface,communal standpipe,0
2179,1208,33.40163255,-2.11058082,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,0
2180,0,32.72209137,-2.55975905,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
2181,0,32.68988635,-2.56684434,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,0
2184,1197,33.03308321,-2.01742885,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
2186,1468,34.68416627,-1.65280688,Lake Victoria,Mara,other,user-group,never pay,good,surface,communal standpipe,1
2197,0,31.24288328,-1.56261472,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,1
2200,0,31.44084024,-1.24724788,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
2205,1293,33.8010575,-1.92862802,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
2224,0,31.73537553,-2.33925996,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
2232,0,30.99377622,-1.68948152,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2239,1442,34.62617439,-1.71070825,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
2245,0,32.47285595,-2.52085919,Lake Victoria,Mwanza,mechanical,user-group,unknown,good,surface,communal standpipe,0
2261,0,34.08785194,-3.0740993999999997,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
2264,0,34.11971729,-3.08932334,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
2271,0,31.53098872,-1.40196247,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
2272,1502,33.98690752,-1.7222767,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
2275,0,33.63939541,-2.87329148,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,1
2279,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,0
2285,0,33.58148668,-2.79729452,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2293,0,31.54250447,-1.66741091,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2294,0,33.56289957,-2.52522643,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
2296,1294,33.86968155,-1.99091779,Lake Victoria,Mara,manual,parastatal,unknown,other,groundwater,hand pump,1
2302,0,32.69488725,-2.9677012,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
2303,0,31.73670005,-1.4393115,Lake Victoria,Kagera,other,user-group,never pay,unknown,surface,communal standpipe,0
2310,1212,33.00877627,-2.08908323,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
2314,1183,33.54094142,-2.06294381,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
2333,1262,34.00280052,-1.61688875,Lake Victoria,Mara,other,user-group,unknown,good,groundwater,communal standpipe,0
2348,0,30.63719918,-1.1974465,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
2352,0,33.57668249,-3.21234021,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
2356,0,30.61451249,-2.68301086,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2359,0,30.98162538,-1.73398707,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2360,1200,32.92662151,-1.99575755,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
2364,0,31.75351677,-1.27131821,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
2378,0,31.35894206,-2.64197954,Lake Victoria,Kagera,manual,user-group,never pay,unknown,groundwater,hand pump,0
2383,0,33.11995886,-2.45273029,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
2390,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2398,0,31.36121476,-2.65533183,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,1
2399,1568,34.7053322,-1.90161869,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
2401,0,32.98856004,-2.48937845,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
2402,0,33.03159282,-2.93260285,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
2407,1331,34.30867958,-1.88533645,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,0
2412,0,33.03626552,-2.64477782,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,1
2422,0,0.0,-2e-08,Lake Victoria,Shinyanga,other,parastatal,never pay,good,surface,communal standpipe,0
2424,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,0
2437,1472,34.67801247,-1.74606971,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
2446,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2451,1369,34.27592798,-2.97724886,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
2456,0,33.44585384,-2.88467115,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2458,0,31.62442334,-3.00641282,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
2473,1168,33.48073031,-1.88629313,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
2478,1289,33.85491404,-1.97828446,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
2488,1203,33.89105115,-1.25319377,Lake Victoria,Mara,mechanical,user-group,unknown,good,surface,communal standpipe,0
2491,0,30.66870303,-1.27808287,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2492,1318,34.27229204,-1.74969462,Lake Victoria,Mara,other,other,never pay,good,surface,communal standpipe,1
2493,0,33.2603063,-2.9484638,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2497,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
2511,0,30.58849816,-1.21588097,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
2518,1236,33.0714359,-2.00441797,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,0
2529,0,33.38142949,-2.78103159,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2530,1167,33.54980104,-2.05296758,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,0
2539,0,33.05349776,-2.96602063,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,1
2540,0,33.39854359,-3.06961407,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2545,0,30.62672296,-2.56742206,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
2558,0,31.63819891,-1.42451132,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2561,0,0.0,-2e-08,Lake Victoria,Shinyanga,other,commercial,other,good,groundwater,hand pump,1
2564,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2566,0,30.88213762,-1.53600032,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
2572,0,31.63258189,-2.98552338,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
2582,0,30.50097589,-2.88428666,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
2583,1519,34.61577401,-1.77748558,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
2588,1426,34.63967198,-1.71140309,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
2592,1169,33.10016469,-2.08387604,Lake Victoria,Mwanza,manual,other,never pay,good,groundwater,hand pump,1
2600,1634,34.55104148,-1.35637405,Lake Victoria,Mara,mechanical,user-group,unknown,unknown,surface,communal standpipe,1
2606,0,32.53569581,-3.59108398,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,1
2609,1203,34.08195015,-1.4358628999999998,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
2615,0,33.06964726,-3.22741987,Lake Victoria,Mwanza,mechanical,user-group,other,good,surface,communal standpipe,1
2616,0,30.89446005,-1.37792962,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2634,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
2644,1369,34.42908789,-1.78182029,Lake Victoria,Mara,other,user-group,other,good,groundwater,communal standpipe,1
2655,0,34.13146731,-3.11073164,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
2657,1570,34.53857833,-1.35808701,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
2668,0,31.53861388,-1.54246931,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,0
2675,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2682,0,33.77961898,-3.18603888,Lake Victoria,Shinyanga,other,user-group,other,good,surface,communal standpipe,0
2695,1188,33.46543941,-2.08427723,Lake Victoria,Mara,other,user-group,never pay,good,surface,communal standpipe,0
2697,1160,32.88987879,-2.04922542,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2700,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
2730,0,32.63975168,-2.70987157,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2736,0,34.41128106,-3.08648877,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
2746,0,30.56571341,-2.4805395,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
2755,1399,34.69845301,-2.14684612,Lake Victoria,Mara,mechanical,user-group,unknown,other,groundwater,communal standpipe,1
2756,0,33.63482059,-3.03788328,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
2759,1158,34.35044455,-1.44950565,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
2781,0,32.56081642,-3.63937195,Lake Victoria,Shinyanga,manual,user-group,unknown,other,groundwater,hand pump,1
2794,0,32.91771926,-2.64242797,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
2804,0,0.0,-2e-08,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,1
2810,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2826,0,31.15933044,-1.76237957,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
2832,1177,34.02313048,-1.14486877,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,0
2851,0,32.48363131,-2.52723915,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,surface,communal standpipe,0
2865,1389,33.9830566,-1.86556602,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
2869,0,30.97649958,-1.75075187,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,1
2877,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,0
2882,1300,34.3115374,-1.89500887,Lake Victoria,Mara,other,user-group,other,good,groundwater,hand pump,0
2884,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,unknown,unknown,groundwater,hand pump,0
2900,0,30.770698,-1.35816759,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,1
2902,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,0
2914,0,30.93941338,-1.54126084,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,1
2922,0,32.95734718,-3.11389532,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
2924,1204,34.5117708,-1.52752605,Lake Victoria,Mara,manual,user-group,never pay,other,groundwater,hand pump,0
2932,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
2934,1141,33.50950794,-2.15285494,Lake Victoria,Mara,other,parastatal,other,good,surface,communal standpipe,0
2935,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
2942,1681,34.55954968,-1.3548426000000002,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,1
2945,0,33.0756827,-2.40729876,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
2953,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
2955,0,31.72477526,-2.733427,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
2958,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,0
2976,0,33.25291981,-2.54433943,Lake Victoria,Mwanza,mechanical,user-group,other,other,groundwater,hand pump,0
2985,0,32.95488063,-3.10888914,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
2987,1203,34.02290841,-1.62935725,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,0
2998,0,33.22035291,-3.18703068,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
3009,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,unknown,good,groundwater,hand pump,1
3024,0,33.41351075,-2.71150081,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
3027,0,33.29649771,-2.84996827,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
3031,1622,34.65764179,-1.83072424,Lake Victoria,Mara,manual,other,unknown,good,groundwater,hand pump,0
3044,0,33.028433899999996,-3.73275198,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
3051,1551,34.66329367,-1.90473489,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
3057,1423,34.32569976,-1.72832773,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,1
3070,0,31.14324055,-1.82177069,Lake Victoria,Kagera,other,user-group,other,good,groundwater,communal standpipe,1
