,gps_height,longitude,latitude,region,lga,population,permit,extraction_type_class,management_group,payment,quality_group,quantity,source_class,waterpoint_type_group,target
1632,0,33.00651769,-2.71747406,Mwanza,Sengerema,0,True,submersible,parastatal,never pay,good,enough,surface,communal standpipe,non functional
1642,0,33.37570067,-3.09760824,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
1645,0,34.31779795,-3.09114431,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
1663,0,33.24178391,-2.93377604,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
1666,1354,34.1767865,-2.92830443,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1669,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,enough,groundwater,hand pump,functional
1673,1241,33.70031153,-1.88292683,Mara,Musoma Rural,350,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
1678,1357,34.18279702,-2.93280293,Shinyanga,Bariadi,500,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
1684,1329,34.09904301,-2.87837578,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1698,0,31.66907787,-1.33649437,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
1699,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
1708,0,33.7828455,-3.0665042,Shinyanga,Maswa,0,False,gravity,commercial,pay monthly,good,enough,surface,communal standpipe,functional
1721,0,33.42432817,-2.86257759,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
1727,0,31.78057985,-1.44326511,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
1738,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1739,0,31.45576198,-1.50597428,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1749,1430,34.55839724,-1.74474664,Mara,Serengeti,300,True,submersible,user-group,unknown,salty,enough,groundwater,communal standpipe,non functional
1755,0,30.77155392,-1.36863908,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
1762,1723,34.56371152,-1.3522964,Mara,Tarime,200,True,handpump,user-group,pay per bucket,good,enough,groundwater,hand pump,non functional
1783,0,30.91683872,-1.50368081,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
1784,0,30.91148187,-1.72589687,Kagera,Karagwe,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
1786,1301,34.04928309,-1.27460797,Mara,Rorya,860,False,handpump,user-group,pay monthly,salty,enough,groundwater,hand pump,non functional
1798,0,33.34115646,-3.25778173,Mwanza,Kwimba,0,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,functional
1827,1269,34.29549084,-1.68383362,Mara,Serengeti,60,True,rope pump,other,never pay,good,insufficient,groundwater,hand pump,functional
1845,0,31.80473402,-1.34518585,Kagera,Bukoba Urban,0,False,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
1847,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
1869,0,34.25215153,-3.0180734,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
1870,1240,34.20290847,-1.30222535,Mara,Rorya,455,False,submersible,user-group,other,salty,enough,groundwater,communal standpipe,non functional
1872,0,30.59572993,-2.44474105,Kagera,Ngara,0,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
1873,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
1888,1292,33.82762775,-1.96574589,Mara,Bunda,250,True,gravity,user-group,unknown,good,dry,surface,communal standpipe,non functional
1900,0,33.27015948,-2.54537716,Mwanza,Magu,0,True,handpump,user-group,pay monthly,salty,dry,groundwater,hand pump,non functional
1918,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
1930,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
1937,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1939,0,31.29599158,-2.58664538,Kagera,Biharamulo,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
1944,0,32.95809729,-2.53121282,Mwanza,Missungwi,0,True,handpump,commercial,pay per bucket,good,enough,groundwater,hand pump,non functional
1959,0,33.38931665,-2.66101224,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
1969,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
1989,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
1990,0,33.2713559,-2.66373403,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
1996,1221,34.10676592,-1.65772955,Mara,Musoma Rural,40,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
2001,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional
2007,0,33.56128886,-2.76869718,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2027,0,31.52772954,-1.94170878,Kagera,Muleba,0,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
2032,1237,34.10683137,-1.65769956,Mara,Musoma Rural,40,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
2033,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
2034,0,32.99407042,-2.44499635,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
2042,1259,34.04602504,-1.47560397,Mara,Rorya,580,False,handpump,user-group,pay monthly,salty,enough,groundwater,hand pump,functional
2058,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
2062,1343,34.05834569,-2.98501958,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
2068,0,33.40842057,-2.64254737,Mwanza,Magu,0,True,other,user-group,never pay,good,enough,groundwater,hand pump,functional
2086,1207,34.08608886,-1.11279874,Mara,Tarime,450,False,submersible,user-group,pay monthly,good,enough,surface,communal standpipe,non functional
2088,0,0.0,-2e-08,Mwanza,Geita,0,True,submersible,user-group,unknown,unknown,dry,surface,communal standpipe,non functional
2089,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,enough,groundwater,hand pump,functional
2093,0,33.03307242,-2.39147893,Mwanza,Missungwi,0,True,handpump,user-group,pay monthly,salty,insufficient,groundwater,hand pump,functional
2113,0,30.54806537,-2.66008933,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2135,0,34.41884788,-2.89551094,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2138,1178,32.89549837,-2.07315336,Mwanza,Ukerewe,200,True,handpump,user-group,pay annually,good,enough,groundwater,hand pump,functional
2157,0,31.70875911,-2.35432822,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,enough,groundwater,hand pump,functional
2159,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
2161,0,32.82642432,-2.53226616,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
2163,1393,33.96002716,-1.67356613,Mara,Musoma Rural,269,True,gravity,parastatal,unknown,salty,insufficient,surface,communal standpipe,functional
<<<<<<< HEAD
2167,1192,33.09796888,-2.0882239,Mwanza,Ukerewe,1500,True,other,other,never pay,good,insufficient,surface,communal standpipe,non functional
=======
2167,1192,33.09796888,-2.0882238999999996,Mwanza,Ukerewe,1500,True,other,other,never pay,good,insufficient,surface,communal standpipe,non functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
2179,1208,33.40163255,-2.11058082,Mara,Bunda,500,True,handpump,user-group,pay per bucket,good,enough,groundwater,hand pump,non functional
2180,0,32.72209137,-2.55975905,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,functional
2181,0,32.68988635,-2.56684434,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,non functional
2184,1197,33.03308321,-2.01742885,Mwanza,Ukerewe,1500,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
2197,0,31.24288328,-1.56261472,Kagera,Karagwe,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
2200,0,31.44084024,-1.24724788,Kagera,Misenyi,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
2205,1293,33.8010575,-1.92862802,Mara,Bunda,1000,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,non functional
2224,0,31.73537553,-2.33925996,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,enough,groundwater,hand pump,functional
2232,0,30.99377622,-1.68948152,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
2239,1442,34.62617439,-1.71070825,Mara,Serengeti,600,True,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,functional
2245,0,32.47285595,-2.52085919,Mwanza,Sengerema,0,True,motorpump,user-group,unknown,good,enough,surface,communal standpipe,non functional
<<<<<<< HEAD
2261,0,34.08785194,-3.0740994,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
=======
2261,0,34.08785194,-3.0740993999999997,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
2264,0,34.11971729,-3.08932334,Shinyanga,Maswa,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
2271,0,31.53098872,-1.40196247,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
2272,1502,33.98690752,-1.7222767,Mara,Musoma Rural,320,False,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional
2275,0,33.63939541,-2.87329148,Shinyanga,Maswa,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
2279,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,colored,enough,groundwater,hand pump,non functional
2285,0,33.58148668,-2.79729452,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
2293,0,31.54250447,-1.66741091,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
2294,0,33.56289957,-2.52522643,Mwanza,Magu,0,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
2296,1294,33.86968155,-1.99091779,Mara,Bunda,600,False,handpump,parastatal,unknown,salty,enough,groundwater,hand pump,functional
2302,0,32.69488725,-2.9677012,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
2303,0,31.73670005,-1.4393115,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,unknown,dry,surface,communal standpipe,non functional
2310,1212,33.00877627,-2.08908323,Mwanza,Ukerewe,400,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
2314,1183,33.54094142,-2.06294381,Mara,Bunda,250,True,gravity,user-group,unknown,good,unknown,surface,communal standpipe,non functional
2333,1262,34.00280052,-1.61688875,Mara,Musoma Rural,320,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
2348,0,30.63719918,-1.1974465,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
2352,0,33.57668249,-3.21234021,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2356,0,30.61451249,-2.68301086,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
2359,0,30.98162538,-1.73398707,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
2360,1200,32.92662151,-1.99575755,Mwanza,Ukerewe,300,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
2364,0,31.75351677,-1.27131821,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
2378,0,31.35894206,-2.64197954,Kagera,Biharamulo,0,True,handpump,user-group,never pay,unknown,dry,groundwater,hand pump,non functional
2383,0,33.11995886,-2.45273029,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
2390,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2398,0,31.36121476,-2.65533183,Kagera,Biharamulo,0,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional
2399,1568,34.7053322,-1.90161869,Mara,Serengeti,500,True,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,non functional
2401,0,32.98856004,-2.48937845,Mwanza,Ilemela,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
2402,0,33.03159282,-2.93260285,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,enough,groundwater,hand pump,functional
2412,0,33.03626552,-2.64477782,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,salty,enough,groundwater,hand pump,functional
2422,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,non functional
2424,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,salty,enough,groundwater,hand pump,non functional
2446,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
2451,1369,34.27592798,-2.97724886,Shinyanga,Bariadi,500,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2456,0,33.44585384,-2.88467115,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2458,0,31.62442334,-3.00641282,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
2473,1168,33.48073031,-1.88629313,Mara,Musoma Rural,350,True,handpump,user-group,pay when scheme fails,salty,enough,groundwater,hand pump,functional
2478,1289,33.85491404,-1.97828446,Mara,Bunda,250,True,gravity,user-group,unknown,good,dry,surface,communal standpipe,non functional
2488,1203,33.89105115,-1.25319377,Mara,Rorya,200,False,submersible,user-group,unknown,good,enough,surface,communal standpipe,non functional
2491,0,30.66870303,-1.27808287,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
2493,0,33.2603063,-2.9484638,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2497,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
2511,0,30.58849816,-1.21588097,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
2518,1236,33.0714359,-2.00441797,Mwanza,Ukerewe,1,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
2529,0,33.38142949,-2.78103159,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
2530,1167,33.54980104,-2.05296758,Mara,Bunda,250,True,gravity,user-group,unknown,good,unknown,surface,communal standpipe,non functional
2539,0,33.05349776,-2.96602063,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,salty,insufficient,groundwater,hand pump,functional
